source_tweet,favorite_count,retweet_count,reply_1,reply_2,reply_3,reply_4,reply_5,reply_6,reply_7,reply_8,reply_9,reply_10,reply_11,reply_12,reply_13,reply_14,reply_15,reply_16,reply_17,reply_18,reply_19,reply_20,reply_21,reply_22,reply_23,reply_24,reply_25,reply_26,reply_27,reply_28,reply_29,reply_30,reply_31,reply_32,reply_33,reply_34,reply_35,reply_36,reply_37,reply_38,reply_39,reply_40,reply_41,reply_42,reply_43,reply_44,reply_45,reply_46,reply_47,reply_48,reply_49,reply_50,reply_51,reply_52,reply_53,reply_54,reply_55,reply_56,reply_57,reply_58,reply_59,reply_60,reply_61,reply_62,reply_63,reply_64,reply_65,reply_66,reply_67,reply_68,reply_69,reply_70,reply_71,reply_72,reply_73,reply_74,reply_75,reply_76,reply_77,reply_78,reply_79,reply_80,reply_81,reply_82,reply_83,reply_84,reply_85,reply_86,reply_87,reply_88,reply_89,reply_90,reply_91,reply_92,reply_93,reply_94,reply_95,reply_96,reply_97,reply_98,reply_99,reply_100,reply_101,reply_102,reply_103,reply_104,reply_105,reply_106,reply_107,reply_108,reply_109,reply_110,reply_111,reply_112,reply_113,reply_114,reply_115,reply_116,reply_117,reply_118,reply_119,reply_120,reply_121,reply_122,reply_123,reply_124,reply_125,reply_126,reply_127,reply_128,reply_129,reply_130,reply_131,reply_132,reply_133,reply_134,reply_135,reply_136,reply_137,reply_138,reply_139,reply_140,reply_141,reply_142,reply_143,reply_144,reply_145,reply_146,reply_147,reply_148,reply_149,reply_150,reply_151,reply_152,reply_153,reply_154,reply_155,reply_156,reply_157,reply_158,reply_159,reply_160,reply_161,reply_162,Label
Basically: there are 1-2 men holding 13 ppl hostage in a café in Sydney and has made some of the hostages hold an islamic flag in the window,155.0,100.0,@5SOSWWReports praying for these people 🙏💖,@5SOSWWReports @5SOSUpdatesLA oh my.:( I'm praying for them🙏🙏❤️,@5SOSWWReports im crying this is so bad @ashtofletcher @lucy_swan6,@5SOSWWReports 🙏🙏praying for them❤️,@5SOSWWReports holy shit that is so scary,@5SOSUpdatesLA @5SOSWWReports what happened guys?,@5SOSWWReports oh wow that's........wow,@5SOSWWReports @5SOSUpdatesLA oo I'm at home and I live in Sydney I didn't even know,@5SOSWWReports please these people do not represent islam,@5SOSWWReports wait so are the people Islamic extremists or are they just people who are holding up the flag,@5SOSWWReports @5SOSUpdatesLA praying for all these people,@5SOSWWReports Oh that's not good,@5SOSWWReports oh no :(,@5SOSWWReports  @PradaDeHaan,@5SOSWWReports OMG I hope the people don't get hurt,@georgiax2you @5SOSWWReports oh,@5SOSWWReports omg so thats whats happening,@5SOSWWReports oh wow,@5SOSWWReports @5SOSUpdatesLA What the hell I'd an Islamic flag its a religion not a fucking country??? 😤😤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Total number of people who have left the cafe in Sydney up to 5. The latest: http://t.co/Nl3BNlFidA #SydneySiege http://t.co/TgZkYFNlR9,135.0,325.0,@WSJ Just a little disconcerting that the media would be in the crossfire if bullets fly. #sydneysiege,"@WSJ 
Wow!",@WSJ,@WSJ Pray for the hostages and their safe release. Terrorists don't win.  #sydneystrong #SydneyHostageCrisis #lindtcafe #Australia,"@WSJ Wake up America! “Al-Adnani told Muslims to kill all “disbelievers,” whether they be civilians or soldiers. #SydneySiege",@WSJ what a powerful picture!,@WSJ news drama series make fun to people.,@WSJ Just a little disconcerting that the men decided to run or be released while there may still women &amp; children inside. #forcemajeure,How many people were there? #sydneysiege @wsj,"Hope to wake up to this resolved peacefully/bloodlessly MT ""@WSJ: Total no. people who have left Sydney cafe up to 5 http://t.co/tl36poHUYE”",@WSJ - Terrorism of the desperate helps to justify authoritarianism of the West; #ISIS doesn't understand that Democracy is his ally.,@WSJ they should now know that terrorism is a global thing.,"@WSJ If this had happened in Israel, the Islamic terrorist would be dead by now, shot by either Israeli police or an IDF soldier.","@WSJ Aussies are grand masters of form over substance, analysts &amp; talkers, but not doers, always taking extreme caution to avoid taking risk",@WSJ The most secular people in the world are terrorists... because #TerrorHasNoReligion!!! #SydneySiege,@WSJ - Il terrorismo dei disperati contribuisce a giustificare autoritarismi occidente; #ISIS non comprende che la Democrazia è sua alleata.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"BREAKING: Two new hostages, both woman, run to safety from Sydney cafe, Australia television network reports http://t.co/apNKqmicSX",66.0,118.0,"@Sydney843 @NBCNews great advice, you guys should hire her because whoever is tweeting from NBC lacks grammatical discipline.",@NBCNews both asians you have to say,@NBCNews @robquig @cashUT Interesting journalism ethics situation here. To tweet/report or not tweet/report hostage escape?,@NBCNews Both woman? You mean women???,"@NBCNews If Gunmen are not aware Hostages are escaping, do NOT tweet about it. Other Hostages still in danger!","@NBCNews @nbcbayarea In fairness to @NBCNews and @nbcbayarea, ALL Australian networks are also tweeting and reporting on this situation!","@MeThoUONEO @NBCNews Thank-you, Sir!  Active Situation. Putting other Hostages lives in jeopardy is just wrong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"And I'm now officially done with @Uber, which is price gouging during AU hostage crisis. What sad sorry clowns. http://t.co/OTwTz3E8UM",60.0,121.0,"@mjberryman @Uber Yeah, I saw that one too. So disgusting.",@sethmnookin I live near Portland and I support the city's efforts to hold Uber to municipal laws.,"@gtfo @Uber Fair pt - but if were concerned about being decent as much as they are w/stalking journalists or being louts, wouldn't happen.",@sethmnookin @LemMcAces best decision you ever made :),@sethmnookin See also this tweet 40 mins before ones advising passengers its free https://t.co/fIHMasXdI7 &lt;- Ayn Rand still alive runs @Uber,"@sethmnookin @LemMcAces What city?  Me, Boston. Quit for required internship, not nearly as justifiable as GD","@sethmnookin @uber yep agree, i just find it hard to believe someone is sitting at a computer and thought ""this is a good idea""… who knows","Yes. 24 yrs ago. Quit to follow the Dead. “@LemMcAces: @sethmnookin You drove a cab, once, right? Like a real cab? Licensed etc?”","@sethmnookin You drove a cab, once, right? Like a real cab? Licensed etc?","@sethmnookin @uber yea, dumb, but that's probably an automated system adjusting rates based on demand… their AI failed them in this case",@LemMcAces Nick! Come visit in Boston!,@sethmnookin @Uber Whats the big deal? Isnt this one of the rules of acquisition?,@sethmnookin I never understood why some of my friends swore by Uber in NYC. There are less expensive cabs everywhere.,"@LemMcAces Dunno, but I can.",@LemMcAces I won't even charge tolls.,"@znmeb Apparently you're not one of those, though, b/c you took the time to read it and respond.",@sethmnookin But I think it's a losing battle. Uber's behavior won't change until they stop making their numbers.,"@sethmnookin

Really?  The rape wasn't enough for you? Well gee; thanks for the warning.

cc:   @ClaraJeffery @Uber @mashable",".@gtfo They tweeted about it as it was happening, saying it was about getting more drivers working. Not at all automated @sethmnookin @Uber","@sethmnookin @LemMcAces Parents are still talking Seth... #CDCwhistleblower Reaching 500,000,000 Gonna write another book?",@sethmnookin @HeideggerFan @Uber Uber is shady af,@sethmnookin I rarely ride in taxis and I've never ridden an Uber or Lyft or a limo. I have a yearly TriMet pass for Portland ;-),@sethmnookin That's nice. Millions of other folks don't give a crap.,@znmeb True that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Sydney cafe siege: Two gunmen and up to a dozen hostages inside the cafe under siege in Martin Place, Sydney. ISIS flags remain in display.",23.0,132.0,@Y7News @beerzy99 Situation awful.  Please don't make it worse with irresponsible speculation.  Not an ISIS flag.,@SimonPa50494208 they have now requested one ! Haha,@StretchLimzz e le malie 😒,@hiaundrea 😂😂😂,@Y7News @Farmhousehome that's awful,"@sandradanca those poor people will be terrified out of their minds, praying 🙏",@MatthewLumby @Channel7 indeed. Used to pick Poste Restante from GPO when backpacking.,@StretchLimzz hey hey don't use fighting words or I'll drop kick you k 😂,@andythatcher1 Presumably that's what they are doing or about to do now. I have been in that cafe. @Y7News @Channel7,@MatthewLumby @Y7News @Channel7 cowards. Hope NSW and Fed Police can bring this to safe conclusion,"@Y7News @StretchLimzz it's not an Isis flag, man! Smhhh","@Y7News sending my prayers , I am speechless",@Y7News @Channel7 bastards! 😡,@MatthewLumby @Y7News @Channel7 scary stuff,@Farmhousehome did anyone die,@hiaundrea lakers flag lol ...nah on a serious note,Worrying business in Sydney with possible ISIS siege. The @Y7News &amp; @Channel7 live feed has just been cut. Coverage: https://t.co/7NDKzGpar8,@Y7News hope all hostages come out safe 💖,@sandradanca not reported,@Y7News it has been confirmed it is not an Isis flag,@Y7News @Channel7 fear indoctrination #MSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Stretchers taken from Sydney cafe after police storm building; fate of hostage-taker unknown - @NBCNews, @7NewsSydney http://t.co/N5mmnilz4Z",22.0,106.0,"@BreakingNews @dardar1126 @NBCNews @7NewsSydney hello ...... hope people will be interested in my comment
http://t.co/FC7lVzQHpd",“@BreakingNews: Stretchers taken from Sydney cafe after police storm building; fate of hostage-taker unknown http://t.co/iNLDMuKATA”,@BreakingNews @NBCNews @7NewsSydney Hopefully the Aussies put a few rounds of 5.56mm centermass or twixt the eyes of that scumbag.,"@BreakingNews @BreakingNewsUK 
Hope only one gurney needed not for any of the innocents.",Stretchers taken from #Sydney cafe after police storm it; fate of hostage-taker unknown | @BreakingNews #sydneysiege #SydneyHostageCrisis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
#US consulate reportedly evacuated amid #Sydneysiege hostage situation http://t.co/1ZlzKDjvSf #martinplace http://t.co/usVgXibdKO,35.0,106.0,@RT_com @DesireeAaron Evacuating because of these pigs?,@RT_com Im sure #Obama &amp; #Holder would classify the #SydneySiege as #WorkplaceViolence &amp; not #IslamicTerrorism #BanIslam #ImpeachObama #tcot,@RT_com Can't get through to daughter &amp; grand-kids in central Sydney. Just have to hope they're fine.,@RT_com it's show for occupy Syria by US Army under the pretext of ISIS,@RT_com HANDS UP DON'T SHOOT TERRORIST,"@RT_com Of course #Obama is running from the #SydenySiege, he doesn't want 2 interfere with the plans of his #MuslimBrotherhood. #ObamaSucks",@RT_com naw bro ISIS just wanted chocolate lmao.,@Jasperfirst @RT_com I want leadership that will stand against evils like #Islam &amp; serve the people as directed by the people. Obama isnt it,@RT_com the US'll be behind it! 😆 derrr!,"@RT_com still though, any publicity...",@RT_com Im glad we (The US) are sticking around 2 help. #Obama is as chickenshit as they come. That's what #Liberal courage looks like. #Run,@RT_com Don't want another Benghazi! O doesn't want to keep looking like a failure again.,@RT_com soldiers of islam bikers,@RT_com @MutahiNgunyi @OleItumbi @UKenyatta  why does the United States always run away when is friends are attacked? Sidney hotel siege.,"@RT_com Well look at what we have here... ""Diversity"" and ""progress"" in action. Fuck multiculturalism!

#WarOnWhites  #WR",@RT_com I'd rather be shot or beheaded in preference to holding up that abomination of a flag.,@SeanDiVincenzo @RT_com So you want Bush clones back?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Islamic terrorist attack in Sydney. Hostages holding up a black flag with the Islamic creed on it. #SydneySiege http://t.co/8NE4o0coQ6,18.0,120.0,@ivivekbansal @Modiarmy these terrorrists are not islamic they are inhuman being!!,@ivivekbansal @Narendramodi_G Oh but terrorising has nothing to do with religion.Nothing at all.,@ivivekbansal @Modiarmy Hope #Australia beats the shit out of these Islamic Jihadis! @ritzy_jewels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS,52.0,171.0,@joshuabruin @PzFeed ik that but only 13 ppl what about these other ones,@WI4Palin @PzFeed thanks!,@WI4Palin @PzFeed old news? You have more timely info?,“@PzFeed: BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS” well let them go @syd_lang,“@PzFeed: BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS” @DRUDGE_REPORT,@Liberata017  get http://t.co/l56buQ9O1E,@PzFeed @dahboo7 Did they say there was a black flag with arab writing? ISIS supporter? or soldier?,@Saintsupurdome @PzFeed isis took over a cafe,“@PzFeed: BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS” 😕,@MichaelLFC28 @PzFeed they don't have a clue. 13 to 50 is a big difference,“@Liberata017: @WI4Palin @PzFeed old news? You have more timely info?” Twitter search #Sydney #sydneysiege #sydneycafe,The number keeps growing ??? @PzFeed,"“@PzFeed: BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS”

50 now?",@PzFeed WHAT IS HAPPENING,“@PzFeed: BREAKING NEWS: UP TO 50 PEOPLE BEING HELD HOSTAGE IN SYDNEY. 7NEWS” wtf?,@PzFeed old news,"@PzFeed From 20, to 13, and now 50. What's with the changes?",@WI4Palin I should! You're not the first to recommend it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
No word yet on the whereabouts of gunman Man Monis.  #SydneySiege #9News http://t.co/EqqeSpmIHg,50.0,131.0,@9NewsAUS @9NewsSyd hopefully his dead they better drag out his body the sum and show the world we don't tolerate idiots,@9NewsAUS minus a head,@9NewsAUS Hell would be appropriate.,@9NewsAUS @9NewsMelb in hell hopefully,@9NewsAUS what ?,@9NewsAUS his dead obviously,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Scary scenes in Sydney right now. Thoughts go out to everyone involved. Hopefully the hostage situation can be resolved peacefully.,471.0,125.0,"@QurszaOM @Vikkstar123 Hostage situation in a Cafe, with people at gunpoint",@Vikkstar123 I go to school near the city,@Vikkstar123  Ur so thoughtful Vik! Thanks!,@Vikkstar123 You are like the only youtuber I follow on twitter that has spoke up about the situation #Respect 👊,@Vikkstar123 thank god i live in melbourne,@Vikkstar123 Thanks for support!,@Vikkstar123 such s good guy vikk,@Vikkstar123 Ehm... What happened? :/,@sagedenigma @Vikkstar123 Go help!.,@Vikkstar123 thanks bro,"@Vikkstar123 Lets hope they're safe, new crew aren't making the situation any better.",@vikkstar123 people are saying ISIS are keeping them hostage is it true,@Vikkstar123 a person has been handcuffed,@Vikkstar123 vikk call up ya cousins and tell them to chill in that cafe,@Vikkstar123 thank you vikk for being so thoughtful Even though  it's not happening where you live you still care about what goes on around!,@DareToTaha @Vikkstar123 what the fuck is wrong with you?,@RobertW97_ @Vikkstar123 oh... thanks for the information,@Vikkstar123 thank you for being the first international YouTuber to say this! Praying for all of those there.,@lukewarg @Vikkstar123 I don't think that's the right thing to do in these situations,@Vikkstar123 crazy stuff and to think I'm just over an hour away from it,@Vikkstar123 the stuff that happens here in Australia @LachlanYT you seen what's happening?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
A bomb detection robot has entered the #MartinPl café. #SydneySiege #9News,35.0,100.0,“@9NewsAUS: A bomb detection robot has entered the #MartinPl café. #SydneySiege #9News”,@9NewsAUS You're coverage today has been phenomenal! Keep it up!,RT @9NewsAUS: A bomb detection robot has entered the #MartinPl café. #SydneySiege #9News,@9NewsAUS @lokeshp07 Show the dog also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"3 people have come running out of the Lindt cafe building, including a man who looked like a cafe worker. #MartinPlaceSiege #sydneysiege",82.0,180.0,@7NewsSydney @qqqqqq1213 definitely a worker that is the lindt uniform,Some nut. @7NewsSydney @misscherryjones,"#Sydney #Australia
@7NewsSydney: 3 ppl running out of the Lindt cafe building, including a man who looked like a cafe worker. #sydneysiege","@7NewsSydney: 3 people have come running out of the Lindt cafe building, including a man who looked like a cafe worker",@7NewsSydney @Ledgerous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"If I understand Hillary Clinton &amp; Sen Feinstein correctly, 1st step for current Sydney hostage situation is to empathize w the f'n bastards.",91.0,114.0,"@MBCompanyMan 

LOL, that is good. Not actually funny, but you are so right about their stupidity.",@MBCompanyMan make em some coco and have a nice chat... @SenFeinstein is a fucking cunt...#bottomlne,@MBCompanyMan 2nd step: tell the hostage takers exactly what they wont do to stop them,@MBCompanyMan step 2 remind everyone just because the tangos are Isis this isn't Islamic.,@MBCompanyMan @instapundit first try to find out what we did to make them feel so mad &amp; aggrieved that they feel the need to take hostages.,@MBCompanyMan wait I thought was to blame on any YouTube video,@MBCompanyMan Sit down for a chocolate ot two.,@danielwwelsh @MBCompanyMan Obama and  team are still talking about what they may recommend Australia Police do about Terrorists @ Hostages,@MBCompanyMan wrong...ignore it and eventually it'll go away.,@MBCompanyMan i just hope (and suspect) there are many of our folks out there doing this work for us who think and act just like you,"@MBCompanyMan @instapundit bring in ""encounter group force"" to dialog on root causes.",@MBCompanyMan step 2- apologize to them,@MBCompanyMan and then ask really nicely for their cooperation.   Maybe 2 please's in the sentence to show our sincerity,@MBCompanyMan send in the bad asses and send out some dead bad guys!  Center mass MB! Happy Holidays to you and the family.,"@MBCompanyMan @instapundit Come on - sing along ""All we are saying is - give idiocy a chance"". It's ridiculous Mike.",@MBCompanyMan @instapundit yes I think the new handbook  dictates warm coco and a foot rub we need project compassion and build rapport,@MBCompanyMan This political climate has got to really piss you off🇺🇸🇺🇸🇺🇸,And certainly don't use a gun to defend yourself. @MBCompanyMan @instapundit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
#BREAKING: Police believe the man behind the Sydney siege is Iraninan cleric Man Haron Monis  #sydneysiege,39.0,158.0,@abcnews I not believe the words of nsw police.,@abcnews just a typical Aussie battler by the sounds of it #snipertime #sydneysiege,@abcnews #sydneysiege I can't believe that this guy was not locked up earlier!!! WHY wasn't the police watching him more closely???,"@abcnews Self-proclaimed cleric who is charged with murder, several sexual assaults and sent hate mail to the families of Aussie soldiers.",Put a bullet in his head @abcnews @Kerryepp,@random830 @abcnews   who cares how it's spelled??  filth is filth.,@abcnews Who gives a fuck? Hope he chop off every cracker head in that mutha-phucka!!!! Holla,@abcnews  couldn't you even try to spell it right?,"@abcnews And who is he when he's at home? ...Hmmm, maybe that's his issue.",@abcnews Who?,.@abcnews time to send this Iranian cleric back from where he came a body bag would do just fine #auspol,@AusAtheistJim @abcnews Only thing crackers respect. Is violence!!!!! Dick head!!!!! Holla,“@abcnews: #BREAKING: Police believe the man behind the Sydney siege is Iraninan cleric Man Haron Monis  #sydneysiege”,@abcnews converted http://t.co/7aPEL5j7Dj #sydneysiege,@AusAtheistJim @abcnews Ooooop's!!!!! Lol,@sophiescranton no miss perfect he was a murderer and had no right,@abcnews http://t.co/ofC9KMkGUJ,"@paddypsb Yes, he had no right, I'd agree entirely. Your wording was vulgar.",“@abcnews: #BREAKING: Police believe the man behind the Sydney siege is Iraninan cleric Man Haron Monis  #sydneysiege”,@abcnews and again media asked not to name him #Sydney,"@paddypsb good one, Dickhead.","@KeresPerse @abcnews  you're absolutely right, I'm just a grammar grump this time of night",@McMillianJm @abcnews fucks wrong with you cunt?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Police surrounding cafe in central Sydney after reports of hostages being taken,42.0,298.0,@GreenieC Nope safe at work Mrs G! Not far from here though!! 😳,“@SkyNewsBreak: Police surrounding cafe in central Sydney after reports of hostages being taken” rubber dingy rapids,@SkyNewsBreak 'Shahada' flag is the flag on display.,“@SkyNewsBreak: Police surrounding cafe in central Sydney after reports of hostages being taken”,@HannahC19 cunt,“@SkyNewsBreak: Police surrounding cafe in central Sydney after reports of hostages being taken” @Hannah_Dornan 😱,@Kerry_Rad ooooh Radders! Nothing like dramas on your last few days... Have a safe flight home &amp; I hope you &amp; the fam have a great crimbo xx,@SkyNewsBreak Any one read Arabic script? what's on the flag?!?,@SkyNewsBreak @CarlyJay20 just some scousers nicking hubcaps !! Don't panic,“@SkyNewsBreak: Police surrounding cafe in central Sydney after reports of hostages being taken” you're not in there are you @Kerry_Rad ? 😳😁,@AshhUtb I'm joking sugar tits x,@GreenieC thank you Mrs G and you! 🎅🎄❄️ xxx,@AshhUtb gonna nick this cause I'll get bare RTS,"@Chrisrhodespoke @SkyNewsBreak Yep, guessed that but the flag looks different to the ones seen before. Helpful to get translation though",@SkyNewsBreak was the food really that bad ????,@cocteau501 @SkyNewsBreak sounds like the isis are involved,“Police surrounding cafe in central Sydney after reports of hostages being taken” rt@SkyNewsBreak,@SkyNewsBreak Really shit coffee apparently....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Police aware that hostages are posting gunman's demands on social media. #sydneysiege,30.0,107.0,@SkyNewsAust I'm not - are you? #sydneysiege,@SkyNewsAust what else could they do?😩,Via @SkyNewsAust: Police aware that hostages are posting gunman's demands on social media. #sydneysiege”  @dahboo7,"@SkyNewsAust The Mutant Muslims strike again on social media.
They are winning on all fronts as @BarackObama is still stuck on policy.",@SkyNewsAust @ChrisCopywriter #GetWise #QLDer P.S. I'm from Sydney,"@SkyNewsAust Did you just call the terrorist a gentleman? That really gets my back up, couldnt be furthest from the truth",“@SkyNewsAust: Police aware that hostages are posting gunman's demands on social media. #sydneysiege”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"UPDATE: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/WrPVZSJHlX",45.0,142.0,"@FoxNews  Was he saying ""hands up don't shoot""? Police overreaction? People are glad the police are there when they are in trouble.",@FoxNews Looks like it's over.,@FoxNews If only we could have got a sniper rifle aimed on his head idiots just don't know how to make things much better.,@FoxNews religion of peace.,@FoxNews any update on PA shooting?,@FoxNews I hope the customers get free chocolate for life because of this spineless thugs actions.,@FoxNews I hope they kill him,@FoxNews Hopefully they turned him into swiss cheese.,@FoxNews - Just think if they allowed their people to carry guns. He would have been dead 5 minutes after taking hostages.  #GunsSaveLives,@Bernhardtbeach doesn't seem like it. But people are resilient &amp; again will get through this. #Sydneyseige,@FoxNews  More work place violence!,@FoxNews Let's Go #Aussies! Send that dude to #HELL,@anjalisidebar is it safe anywhere?,"“@FoxNews: Hostages fleeing #Sydney cafe held by Iranian gunman as explosions, gunshots are heard: http://t.co/NSv8EBl6AC” #TurningPoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hostages are posting the requests of the gunman on social media. @nswpolice has asked the media not to publish those requests #SydneySiege,51.0,148.0,"@mariajohnson77 @em_partridge @smh @nswpolice my issue is police having control over what is broadcast, this is a dangerous precedent! Shame",@blastedsilver @em_partridge And for a very good reason! Really disturbing actually... #sydneysiege,"@firefly_rfs @mariajohnson77 @em_partridge @smh @nswpolice true, but it is necessary in emergencies like this.","@em_partridge @BevForte @nswpolice Let me guess, the filthy Muzzie terrorist wants 72 virgin goats to fuck or else?",@em_partridge @smh @nswpolice unfortunately hasn't stopped The Straits Times,@firefly_rfs @em_partridge @smh @nswpolice true but I guess it's such an unknown you don't know what is best,@blastedsilver @em_partridge if anyone has links and stuff please don't share or post,@em_partridge @smh @nswpolice censorship is not the answer people have a right to know!!,@firefly_rfs @em_partridge @smh @nswpolice I think the intention is to protect the hostages,“@em_partridge: Hostages posting the requests of the gunman on social media. Police asked media not to publish those requests #SydneySiege,@blastedsilver @em_partridge why are we so worried about offending these people they don't care about us..,@em_partridge @smh @nswpolice well they are contacting media not social media there is a big difference,@em_partridge @nswpolice @smh Not if it harms the hostages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
